date,region,county,market,category,commodity,unit,pricetype,price
10/15/2024,North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Rice,KG,Retail,106.32
10/15/2024,North Eastern,Garissa,Dagahaley (Daadab),miscellaneous food,Sugar,KG,Retail,126.34
10/15/2024,North Eastern,Garissa,Dagahaley (Daadab),pulses and nuts,Beans (dry),KG,Retail,127.42
10/15/2024,North Eastern,Garissa,Dagahaley (Daadab),vegetables and fruits,Bananas,Unit,Retail,10
10/15/2024,North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Maize flour,KG,Retail,89.74
10/15/2024,North Eastern,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (goat),KG,Retail,775
10/15/2024,North Eastern,Garissa,Hagadera (Daadab),miscellaneous food,Salt,200 G,Retail,10
10/15/2024,North Eastern,Garissa,Hagadera (Daadab),miscellaneous food,Sugar,KG,Retail,125.19
10/15/2024,North Eastern,Garissa,Hagadera (Daadab),oil and fats,Oil (vegetable),L,Retail,249.1
10/15/2024,North Eastern,Garissa,Hagadera (Daadab),pulses and nuts,Beans (dry),KG,Retail,123.94
10/15/2024,North Eastern,Garissa,Hagadera (Daadab),vegetables and fruits,Bananas,Unit,Retail,10
10/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Potatoes (Irish),KG,Retail,74.73
10/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Wheat flour,KG,Retail,99.41
10/15/2024,North Eastern,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (camel),KG,Retail,627.42
10/15/2024,North Eastern,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (goat),KG,Retail,737.1
10/15/2024,North Eastern,Garissa,IFO (Daadab),milk and dairy,"Milk (camel, fresh)",L,Retail,200
10/15/2024,North Eastern,Garissa,IFO (Daadab),miscellaneous food,Salt,200 G,Retail,10
10/15/2024,North Eastern,Garissa,IFO (Daadab),miscellaneous food,Sugar,KG,Retail,125.78
10/15/2024,North Eastern,Garissa,IFO (Daadab),oil and fats,Oil (vegetable),L,Retail,244.65
10/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize,KG,Retail,80
10/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Potatoes (Irish),KG,Retail,70
10/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Rice,KG,Retail,146.67
10/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Sorghum,KG,Retail,70
10/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (beef),KG,Retail,600
10/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),pulses and nuts,Beans (dry),KG,Retail,150
10/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),vegetables and fruits,Bananas,Unit,Retail,20
10/15/2024,Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Maize flour,KG,Retail,75
10/15/2024,Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Rice,KG,Retail,140
10/15/2024,Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Wheat flour,KG,Retail,80
10/15/2024,Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (beef),KG,Retail,450
10/15/2024,Rift Valley,Turkana,HongKong (Kakuma),miscellaneous food,Salt,200 G,Retail,10
10/15/2024,Rift Valley,Turkana,Kakuma 2,cereals and tubers,Maize,KG,Retail,45
10/15/2024,Rift Valley,Turkana,Kakuma 2,cereals and tubers,Maize flour,KG,Retail,75
10/15/2024,Rift Valley,Turkana,Kakuma 2,cereals and tubers,Potatoes (Irish),KG,Retail,80
10/15/2024,Rift Valley,Turkana,Kakuma 2,cereals and tubers,Rice,KG,Retail,140
10/15/2024,Rift Valley,Turkana,Kakuma 2,cereals and tubers,Wheat flour,KG,Retail,85
10/15/2024,Rift Valley,Turkana,Kakuma 2,miscellaneous food,Salt,200 G,Retail,10
10/15/2024,Rift Valley,Turkana,Kakuma 2,oil and fats,Oil (vegetable),L,Retail,250
10/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Maize,KG,Retail,47.5
10/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Maize flour,KG,Retail,74
10/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Rice,KG,Retail,134
10/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Sorghum,KG,Retail,55
10/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Wheat flour,KG,Retail,84
10/15/2024,Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (beef),KG,Retail,600
10/15/2024,Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (camel),KG,Retail,600
10/15/2024,Rift Valley,Turkana,Kakuma 3,milk and dairy,Milk (UHT),500 ML,Retail,80
10/15/2024,Rift Valley,Turkana,Kakuma 3,miscellaneous food,Sugar,KG,Retail,134
10/15/2024,Rift Valley,Turkana,Kakuma 3,oil and fats,Oil (vegetable),L,Retail,250
10/15/2024,Rift Valley,Turkana,Kakuma 3,pulses and nuts,Beans (dry),KG,Retail,158
10/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Maize,KG,Retail,50
10/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Maize flour,KG,Retail,77.5
10/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Rice,KG,Retail,142.5
10/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Wheat flour,KG,Retail,90
10/15/2024,Rift Valley,Turkana,Kakuma 4,milk and dairy,Milk (UHT),500 ML,Retail,86.67
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize,KG,Retail,43.33
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize flour,KG,Retail,72.5
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Potatoes (Irish),KG,Retail,75
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Sorghum,KG,Retail,45
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Wheat flour,KG,Retail,80
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (beef),KG,Retail,600
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,Milk (UHT),500 ML,Retail,80
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),miscellaneous food,Salt,200 G,Retail,11.25
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),oil and fats,Oil (vegetable),L,Retail,257.5
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),pulses and nuts,Beans (dry),KG,Retail,117.5
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize,KG,Retail,55
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Potatoes (Irish),KG,Retail,100
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Wheat flour,KG,Retail,90
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (beef),KG,Retail,500
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (goat),KG,Retail,700
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),miscellaneous food,Salt,200 G,Retail,10
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),oil and fats,Oil (vegetable),L,Retail,315
10/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),pulses and nuts,Beans (dry),KG,Retail,130
10/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize,KG,Retail,60
10/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Sorghum,KG,Retail,80
10/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Wheat flour,KG,Retail,80
10/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),milk and dairy,Milk (UHT),500 ML,Retail,100
10/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),miscellaneous food,Salt,200 G,Retail,10
10/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),oil and fats,Oil (vegetable),L,Retail,250
10/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),pulses and nuts,Beans (dry),KG,Retail,130
11/15/2024,North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Maize flour,KG,Retail,93.92
11/15/2024,North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Rice,KG,Retail,110.24
11/15/2024,North Eastern,Garissa,Dagahaley (Daadab),milk and dairy,"Milk (camel, fresh)",L,Retail,280
11/15/2024,North Eastern,Garissa,Dagahaley (Daadab),miscellaneous food,Salt,200 G,Retail,10
11/15/2024,North Eastern,Garissa,Dagahaley (Daadab),oil and fats,Oil (vegetable),L,Retail,271.27
11/15/2024,North Eastern,Garissa,Dagahaley (Daadab),vegetables and fruits,Bananas,Unit,Retail,10
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Maize,KG,Retail,60
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Maize flour,KG,Retail,86.37
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Potatoes (Irish),KG,Retail,69.14
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Wheat flour,KG,Retail,97.09
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (camel),KG,Retail,600
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),miscellaneous food,Salt,200 G,Retail,10
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),miscellaneous food,Sugar,KG,Retail,123.5
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),oil and fats,Oil (vegetable),L,Retail,280.68
11/15/2024,North Eastern,Garissa,Hagadera (Daadab),vegetables and fruits,Bananas,Unit,Retail,10
11/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Maize,KG,Retail,70
11/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Maize flour,KG,Retail,100.92
11/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Potatoes (Irish),KG,Retail,74.69
11/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Rice,KG,Retail,112.63
11/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Wheat flour,KG,Retail,99.7
11/15/2024,North Eastern,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (goat),KG,Retail,600
11/15/2024,North Eastern,Garissa,IFO (Daadab),milk and dairy,"Milk (camel, fresh)",L,Retail,200
11/15/2024,North Eastern,Garissa,IFO (Daadab),miscellaneous food,Salt,200 G,Retail,10
11/15/2024,North Eastern,Garissa,IFO (Daadab),miscellaneous food,Sugar,KG,Retail,122.74
11/15/2024,North Eastern,Garissa,IFO (Daadab),oil and fats,Oil (vegetable),L,Retail,249.41
11/15/2024,North Eastern,Garissa,IFO (Daadab),pulses and nuts,Beans (dry),KG,Retail,122.27
11/15/2024,North Eastern,Garissa,IFO (Daadab),vegetables and fruits,Bananas,Unit,Retail,10
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize,KG,Retail,50
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Rice,KG,Retail,143.33
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Sorghum,KG,Retail,50
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Wheat flour,KG,Retail,96.67
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (camel),KG,Retail,600
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),milk and dairy,Milk (UHT),500 ML,Retail,93.33
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),miscellaneous food,Salt,200 G,Retail,11.67
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),oil and fats,Oil (vegetable),L,Retail,316.67
11/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),pulses and nuts,Beans (dry),KG,Retail,150
11/15/2024,Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Rice,KG,Retail,165
11/15/2024,Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (beef),KG,Retail,600
11/15/2024,Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (goat),KG,Retail,700
11/15/2024,Rift Valley,Turkana,HongKong (Kakuma),miscellaneous food,Sugar,KG,Retail,155
11/15/2024,Rift Valley,Turkana,HongKong (Kakuma),pulses and nuts,Beans (dry),KG,Retail,165
11/15/2024,Rift Valley,Turkana,HongKong (Kakuma),vegetables and fruits,Bananas,Unit,Retail,20
11/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Maize flour,KG,Retail,78.89
11/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Potatoes (Irish),KG,Retail,92
11/15/2024,Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (beef),KG,Retail,600
11/15/2024,Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (camel),KG,Retail,550
11/15/2024,Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (goat),KG,Retail,716.67
11/15/2024,Rift Valley,Turkana,Kakuma 3,miscellaneous food,Salt,200 G,Retail,10
11/15/2024,Rift Valley,Turkana,Kakuma 3,miscellaneous food,Sugar,KG,Retail,151.11
11/15/2024,Rift Valley,Turkana,Kakuma 3,oil and fats,Oil (vegetable),L,Retail,292.22
11/15/2024,Rift Valley,Turkana,Kakuma 3,pulses and nuts,Beans (dry),KG,Retail,148.89
11/15/2024,Rift Valley,Turkana,Kakuma 3,vegetables and fruits,Bananas,Unit,Retail,20
11/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Maize,KG,Retail,55
11/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Maize flour,KG,Retail,78
11/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Potatoes (Irish),KG,Retail,80
11/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Rice,KG,Retail,154
11/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Wheat flour,KG,Retail,83
11/15/2024,Rift Valley,Turkana,Kakuma 4,"meat, fish and eggs",Meat (beef),KG,Retail,650
11/15/2024,Rift Valley,Turkana,Kakuma 4,milk and dairy,Milk (UHT),500 ML,Retail,88
11/15/2024,Rift Valley,Turkana,Kakuma 4,miscellaneous food,Salt,200 G,Retail,13
11/15/2024,Rift Valley,Turkana,Kakuma 4,miscellaneous food,Sugar,KG,Retail,152
11/15/2024,Rift Valley,Turkana,Kakuma 4,oil and fats,Oil (vegetable),L,Retail,310
11/15/2024,Rift Valley,Turkana,Kakuma 4,pulses and nuts,Beans (dry),KG,Retail,148
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize,KG,Retail,55
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize flour,KG,Retail,84.29
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Potatoes (Irish),KG,Retail,88.33
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Rice,KG,Retail,150
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Wheat flour,KG,Retail,91.43
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (camel),KG,Retail,500
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,Milk (UHT),500 ML,Retail,84
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),oil and fats,Oil (vegetable),L,Retail,288.33
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),pulses and nuts,Beans (dry),KG,Retail,147.14
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Maize,KG,Retail,50
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Maize flour,KG,Retail,73.33
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Potatoes (Irish),KG,Retail,80
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Rice,KG,Retail,117.5
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Sorghum,KG,Retail,60
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),cereals and tubers,Wheat flour,KG,Retail,90
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),milk and dairy,Milk (UHT),500 ML,Retail,82.5
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),miscellaneous food,Salt,200 G,Retail,10
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 2),oil and fats,Oil (vegetable),L,Retail,285
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize flour,KG,Retail,80
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),cereals and tubers,Rice,KG,Retail,126.67
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (beef),KG,Retail,500
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (camel),KG,Retail,600
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (goat),KG,Retail,600
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),milk and dairy,Milk (UHT),500 ML,Retail,73.33
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),miscellaneous food,Sugar,KG,Retail,146.67
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),oil and fats,Oil (vegetable),L,Retail,293.33
11/15/2024,Rift Valley,Turkana,Kalobeyei (Village 3),pulses and nuts,Beans (dry),KG,Retail,113.33
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize,KG,Retail,60
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize flour,KG,Retail,85
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Potatoes (Irish),KG,Retail,76.25
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),cereals and tubers,Sorghum,KG,Retail,70
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),"meat, fish and eggs",Meat (camel),KG,Retail,600
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),"meat, fish and eggs",Meat (goat),KG,Retail,700
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),milk and dairy,Milk (UHT),500 ML,Retail,95
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),miscellaneous food,Salt,200 G,Retail,10
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),miscellaneous food,Sugar,KG,Retail,162.5
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),oil and fats,Oil (vegetable),L,Retail,295
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),pulses and nuts,Beans (dry),KG,Retail,172.5
11/15/2024,Rift Valley,Turkana,Mogadishu (Kakuma),vegetables and fruits,Bananas,Unit,Retail,20
12/15/2024,North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Maize flour,KG,Retail,100.66
12/15/2024,North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Rice,KG,Retail,114.38
12/15/2024,North Eastern,Garissa,Dagahaley (Daadab),cereals and tubers,Wheat flour,KG,Retail,100.33
12/15/2024,North Eastern,Garissa,Dagahaley (Daadab),milk and dairy,"Milk (camel, fresh)",L,Retail,280
12/15/2024,North Eastern,Garissa,Dagahaley (Daadab),miscellaneous food,Salt,200 G,Retail,10
12/15/2024,North Eastern,Garissa,Dagahaley (Daadab),miscellaneous food,Sugar,KG,Retail,122.44
12/15/2024,North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Rice,KG,Retail,100.61
12/15/2024,North Eastern,Garissa,Hagadera (Daadab),cereals and tubers,Wheat flour,KG,Retail,99.23
12/15/2024,North Eastern,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (camel),KG,Retail,643.75
12/15/2024,North Eastern,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (goat),KG,Retail,800
12/15/2024,North Eastern,Garissa,Hagadera (Daadab),miscellaneous food,Sugar,KG,Retail,121.56
12/15/2024,North Eastern,Garissa,Hagadera (Daadab),oil and fats,Oil (vegetable),L,Retail,268.59
12/15/2024,North Eastern,Garissa,Hagadera (Daadab),vegetables and fruits,Bananas,Unit,Retail,10
12/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Maize,KG,Retail,70
12/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Maize flour,KG,Retail,99.75
12/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Potatoes (Irish),KG,Retail,66
12/15/2024,North Eastern,Garissa,IFO (Daadab),cereals and tubers,Rice,KG,Retail,121.28
12/15/2024,North Eastern,Garissa,IFO (Daadab),vegetables and fruits,Bananas,Unit,Retail,10
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize,KG,Retail,65
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize flour,KG,Retail,75
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Potatoes (Irish),KG,Retail,80
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),cereals and tubers,Wheat flour,KG,Retail,90
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (beef),KG,Retail,600
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (camel),KG,Retail,600
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (goat),KG,Retail,700
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),miscellaneous food,Salt,200 G,Retail,10
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),pulses and nuts,Beans (dry),KG,Retail,150
12/15/2024,Rift Valley,Turkana,Ethiopia (Kakuma),vegetables and fruits,Bananas,Unit,Retail,20
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Maize,KG,Retail,56.67
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Maize flour,KG,Retail,79.38
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Rice,KG,Retail,154.79
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),cereals and tubers,Wheat flour,KG,Retail,87.92
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (beef),KG,Retail,600
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (camel),KG,Retail,600
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),milk and dairy,Milk (UHT),500 ML,Retail,80
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),miscellaneous food,Salt,200 G,Retail,10
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),miscellaneous food,Sugar,KG,Retail,150.62
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),oil and fats,Oil (vegetable),L,Retail,303.12
12/15/2024,Rift Valley,Turkana,HongKong (Kakuma),vegetables and fruits,Bananas,Unit,Retail,20
12/15/2024,Rift Valley,Turkana,Kakuma 2,cereals and tubers,Maize,KG,Retail,50
12/15/2024,Rift Valley,Turkana,Kakuma 2,cereals and tubers,Rice,KG,Retail,150
12/15/2024,Rift Valley,Turkana,Kakuma 2,cereals and tubers,Wheat flour,KG,Retail,90
12/15/2024,Rift Valley,Turkana,Kakuma 2,"meat, fish and eggs",Meat (beef),KG,Retail,600
12/15/2024,Rift Valley,Turkana,Kakuma 2,"meat, fish and eggs",Meat (goat),KG,Retail,700
12/15/2024,Rift Valley,Turkana,Kakuma 2,milk and dairy,Milk (UHT),500 ML,Retail,80
12/15/2024,Rift Valley,Turkana,Kakuma 2,miscellaneous food,Sugar,KG,Retail,145
12/15/2024,Rift Valley,Turkana,Kakuma 2,pulses and nuts,Beans (dry),KG,Retail,150
12/15/2024,Rift Valley,Turkana,Kakuma 2,vegetables and fruits,Bananas,Unit,Retail,20
12/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Maize flour,KG,Retail,80
12/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Rice,KG,Retail,126.67
12/15/2024,Rift Valley,Turkana,Kakuma 3,cereals and tubers,Sorghum,KG,Retail,100
12/15/2024,Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (beef),KG,Retail,633.33
12/15/2024,Rift Valley,Turkana,Kakuma 3,"meat, fish and eggs",Meat (goat),KG,Retail,766.67
12/15/2024,Rift Valley,Turkana,Kakuma 3,milk and dairy,Milk (UHT),500 ML,Retail,86.67
12/15/2024,Rift Valley,Turkana,Kakuma 3,miscellaneous food,Salt,200 G,Retail,10
12/15/2024,Rift Valley,Turkana,Kakuma 3,miscellaneous food,Sugar,KG,Retail,146.67
12/15/2024,Rift Valley,Turkana,Kakuma 3,vegetables and fruits,Bananas,Unit,Retail,20
12/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Potatoes (Irish),KG,Retail,83.33
12/15/2024,Rift Valley,Turkana,Kakuma 4,cereals and tubers,Wheat flour,KG,Retail,86.67
12/15/2024,Rift Valley,Turkana,Kakuma 4,"meat, fish and eggs",Meat (camel),KG,Retail,600
12/15/2024,Rift Valley,Turkana,Kakuma 4,"meat, fish and eggs",Meat (goat),KG,Retail,666.67
12/15/2024,Rift Valley,Turkana,Kakuma 4,milk and dairy,Milk (UHT),500 ML,Retail,86.67
12/15/2024,Rift Valley,Turkana,Kakuma 4,miscellaneous food,Salt,200 G,Retail,11.67
12/15/2024,Rift Valley,Turkana,Kakuma 4,miscellaneous food,Sugar,KG,Retail,156.67
12/15/2024,Rift Valley,Turkana,Kakuma 4,oil and fats,Oil (vegetable),L,Retail,300
12/15/2024,Rift Valley,Turkana,Kakuma 4,pulses and nuts,Beans (dry),KG,Retail,146.67
12/15/2024,Rift Valley,Turkana,Kakuma 4,vegetables and fruits,Bananas,Unit,Retail,20
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize,KG,Retail,48.75
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize flour,KG,Retail,76.25
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Potatoes (Irish),KG,Retail,85
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),cereals and tubers,Rice,KG,Retail,107.5
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (beef),KG,Retail,600
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (camel),KG,Retail,600
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (goat),KG,Retail,600
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),milk and dairy,"Milk (camel, fresh)",L,Retail,200
12/15/2024,Rift Valley,Turkana,Kalobeyei (Village 1),miscellaneous food,Salt,200 G,Retail,10
