year,month,commodity,category,normalized_price
2018,2,Beans (dry),pulses and nuts,62.67
2017,3,Beans (dry),pulses and nuts,91.2
2017,3,Beans (dry),pulses and nuts,78.04
2017,2,Beans (dry),pulses and nuts,79.5
2020,2,Beans (dry),pulses and nuts,97.22
2019,4,Beans (dry),pulses and nuts,72.78
2017,1,Beans (dry),pulses and nuts,82.0
2019,6,Beans (dry),pulses and nuts,85.0
2019,6,Beans (dry),pulses and nuts,83.15
2018,2,Beans (dry),pulses and nuts,81.0
2017,1,Beans (dry),pulses and nuts,70.94
2018,5,Beans (dry),pulses and nuts,99.5
2017,1,Beans (dry),pulses and nuts,79.0
2019,5,Beans (dry),pulses and nuts,80.0
2019,5,Beans (dry),pulses and nuts,88.06
2019,5,Beans (dry),pulses and nuts,97.5
2018,5,Beans (dry),pulses and nuts,64.13
2017,1,Beans (dry),pulses and nuts,88.0
2017,1,Beans (dry),pulses and nuts,91.0
2019,4,Beans (dry),pulses and nuts,85.56
2019,4,Beans (dry),pulses and nuts,104.0
2018,2,Beans (dry),pulses and nuts,80.0
2019,4,Beans (dry),pulses and nuts,93.33
2017,6,Beans (dry),pulses and nuts,125.0
2019,3,Beans (dry),pulses and nuts,67.33
2017,3,Beans (dry),pulses and nuts,59.11
2017,5,Beans (dry),pulses and nuts,86.5
2019,1,Beans (dry),pulses and nuts,64.44
2017,5,Beans (dry),pulses and nuts,89.0
2019,1,Beans (dry),pulses and nuts,71.0
2019,1,Beans (dry),pulses and nuts,36.53
2018,12,Beans (dry),pulses and nuts,84.56
2017,5,Beans (dry),pulses and nuts,120.0
2017,5,Beans (dry),pulses and nuts,72.89
2017,6,Beans (dry),pulses and nuts,121.3
2018,1,Beans (dry),pulses and nuts,106.0
2018,12,Beans (dry),pulses and nuts,60.0
2017,6,Beans (dry),pulses and nuts,91.0
2017,6,Beans (dry),pulses and nuts,86.81
2018,12,Beans (dry),pulses and nuts,84.0
2017,6,Beans (dry),pulses and nuts,97.42
2018,1,Beans (dry),pulses and nuts,119.0
2017,3,Beans (dry),pulses and nuts,106.84
2017,5,Beans (dry),pulses and nuts,124.1
2017,4,Beans (dry),pulses and nuts,110.0
2019,3,Beans (dry),pulses and nuts,76.0
2019,2,Beans (dry),pulses and nuts,111.0
2017,3,Beans (dry),pulses and nuts,96.0
2017,4,Beans (dry),pulses and nuts,117.3
2019,2,Beans (dry),pulses and nuts,88.89
2016,1,Beans (dry),pulses and nuts,59.33
2017,4,Beans (dry),pulses and nuts,83.69
2019,2,Beans (dry),pulses and nuts,66.32
2018,2,Beans (dry),pulses and nuts,108.3
2017,4,Beans (dry),pulses and nuts,111.11
2018,1,Beans (dry),pulses and nuts,64.89
2019,1,Beans (dry),pulses and nuts,60.0
2019,1,Beans (dry),pulses and nuts,91.0
2017,4,Beans (dry),pulses and nuts,83.0
2018,5,Beans (dry),pulses and nuts,73.0
2019,1,Beans (dry),pulses and nuts,109.0
2018,3,Beans (dry),pulses and nuts,95.0
2024,12,Beans (dry),pulses and nuts,152.5
2020,1,Beans (dry),pulses and nuts,90.0
2023,1,Beans (dry),pulses and nuts,140.83
2021,5,Beans (dry),pulses and nuts,108.89
2021,5,Beans (dry),pulses and nuts,100.0
2023,1,Beans (dry),pulses and nuts,140.0
2015,6,Beans (dry),pulses and nuts,79.66
2021,5,Beans (dry),pulses and nuts,91.83
2023,2,Beans (dry),pulses and nuts,146.29
2023,2,Beans (dry),pulses and nuts,124.67
2023,2,Beans (dry),pulses and nuts,140.0
2023,2,Beans (dry),pulses and nuts,146.11
2021,5,Beans (dry),pulses and nuts,99.84
2021,5,Beans (dry),pulses and nuts,109.93
2023,2,Beans (dry),pulses and nuts,153.89
2023,2,Beans (dry),pulses and nuts,131.67
2015,5,Beans (dry),pulses and nuts,77.78
2021,5,Beans (dry),pulses and nuts,109.67
2014,8,Beans (dry),pulses and nuts,77.0
2021,5,Beans (dry),pulses and nuts,105.09
2015,6,Beans (dry),pulses and nuts,81.39
2023,3,Beans (dry),pulses and nuts,147.23
2023,3,Beans (dry),pulses and nuts,147.06
2021,5,Beans (dry),pulses and nuts,100.63
2021,4,Beans (dry),pulses and nuts,116.15
2023,3,Beans (dry),pulses and nuts,150.0
2021,4,Beans (dry),pulses and nuts,105.0
2015,6,Beans (dry),pulses and nuts,87.78
2015,6,Beans (dry),pulses and nuts,113.0
2023,3,Beans (dry),pulses and nuts,140.0
2021,4,Beans (dry),pulses and nuts,116.74
2014,8,Beans (dry),pulses and nuts,76.2
2023,2,Beans (dry),pulses and nuts,130.0
2021,5,Beans (dry),pulses and nuts,108.0
2021,5,Beans (dry),pulses and nuts,101.11
2023,1,Beans (dry),pulses and nuts,132.5
2022,1,Beans (dry),pulses and nuts,114.0
2021,6,Beans (dry),pulses and nuts,99.87
2021,6,Beans (dry),pulses and nuts,121.0
2015,4,Beans (dry),pulses and nuts,76.67
2022,2,Beans (dry),pulses and nuts,105.38
2022,2,Beans (dry),pulses and nuts,105.44
2022,2,Beans (dry),pulses and nuts,110.0
2022,2,Beans (dry),pulses and nuts,104.62
2021,6,Beans (dry),pulses and nuts,100.74
2021,6,Beans (dry),pulses and nuts,116.31
2015,5,Beans (dry),pulses and nuts,94.4
2014,10,Beans (dry),pulses and nuts,72.5
2022,2,Beans (dry),pulses and nuts,110.77
2015,5,Beans (dry),pulses and nuts,90.0
2022,2,Beans (dry),pulses and nuts,100.0
2022,3,Beans (dry),pulses and nuts,125.0
2022,11,Beans (dry),pulses and nuts,136.0
2021,6,Beans (dry),pulses and nuts,103.85
2014,9,Beans (dry),pulses and nuts,75.56
2023,1,Beans (dry),pulses and nuts,135.0
2021,6,Beans (dry),pulses and nuts,118.74
2015,5,Beans (dry),pulses and nuts,81.73
2023,1,Beans (dry),pulses and nuts,132.92
2015,6,Beans (dry),pulses and nuts,77.78
2021,6,Beans (dry),pulses and nuts,112.63
2021,6,Beans (dry),pulses and nuts,113.08
2023,1,Beans (dry),pulses and nuts,142.5
2023,1,Beans (dry),pulses and nuts,125.44
2021,6,Beans (dry),pulses and nuts,114.92
2023,1,Beans (dry),pulses and nuts,136.14
2014,9,Beans (dry),pulses and nuts,75.0
2023,1,Beans (dry),pulses and nuts,137.5
2014,10,Beans (dry),pulses and nuts,62.22
2023,3,Beans (dry),pulses and nuts,135.0
2021,4,Beans (dry),pulses and nuts,100.0
2015,7,Beans (dry),pulses and nuts,73.33
2021,3,Beans (dry),pulses and nuts,111.25
2021,3,Beans (dry),pulses and nuts,113.63
2023,6,Beans (dry),pulses and nuts,200.0
2021,3,Beans (dry),pulses and nuts,115.48
2014,7,Beans (dry),pulses and nuts,79.87
2023,7,Beans (dry),pulses and nuts,192.56
2015,7,Beans (dry),pulses and nuts,69.19
2021,3,Beans (dry),pulses and nuts,114.52
2015,8,Beans (dry),pulses and nuts,62.78
2015,8,Beans (dry),pulses and nuts,78.0
2021,3,Beans (dry),pulses and nuts,114.17
2023,7,Beans (dry),pulses and nuts,171.94
2023,7,Beans (dry),pulses and nuts,200.0
2023,6,Beans (dry),pulses and nuts,195.0
2021,3,Beans (dry),pulses and nuts,100.75
2021,3,Beans (dry),pulses and nuts,92.13
2014,7,Beans (dry),pulses and nuts,52.6
2023,7,Beans (dry),pulses and nuts,210.0
2021,3,Beans (dry),pulses and nuts,123.33
2023,7,Beans (dry),pulses and nuts,190.0
2015,8,Beans (dry),pulses and nuts,65.0
2023,7,Beans (dry),pulses and nuts,163.33
2021,3,Beans (dry),pulses and nuts,90.0
2021,3,Beans (dry),pulses and nuts,74.41
2023,8,Beans (dry),pulses and nuts,191.67
2023,10,Beans (dry),pulses and nuts,170.09
2021,3,Beans (dry),pulses and nuts,72.99
2015,8,Beans (dry),pulses and nuts,75.56
2021,3,Beans (dry),pulses and nuts,70.41
2021,3,Beans (dry),pulses and nuts,100.29
2021,3,Beans (dry),pulses and nuts,130.0
2021,3,Beans (dry),pulses and nuts,115.0
2023,6,Beans (dry),pulses and nuts,190.0
2023,3,Beans (dry),pulses and nuts,120.0
2023,4,Beans (dry),pulses and nuts,144.1
2015,7,Beans (dry),pulses and nuts,96.0
2021,4,Beans (dry),pulses and nuts,95.45
2023,4,Beans (dry),pulses and nuts,190.0
2023,5,Beans (dry),pulses and nuts,170.0
2014,8,Beans (dry),pulses and nuts,59.51
2023,5,Beans (dry),pulses and nuts,168.51
2023,5,Beans (dry),pulses and nuts,146.15
2023,5,Beans (dry),pulses and nuts,200.0
2015,7,Beans (dry),pulses and nuts,62.59
2023,5,Beans (dry),pulses and nuts,180.0
2021,4,Beans (dry),pulses and nuts,90.15
2023,5,Beans (dry),pulses and nuts,161.67
2021,4,Beans (dry),pulses and nuts,103.32
2021,4,Beans (dry),pulses and nuts,97.05
2021,4,Beans (dry),pulses and nuts,91.05
2021,4,Beans (dry),pulses and nuts,104.29
2021,4,Beans (dry),pulses and nuts,104.32
2023,6,Beans (dry),pulses and nuts,180.0
2014,7,Beans (dry),pulses and nuts,80.0
2021,4,Beans (dry),pulses and nuts,101.15
2023,6,Beans (dry),pulses and nuts,150.0
2021,4,Beans (dry),pulses and nuts,114.0
2023,6,Beans (dry),pulses and nuts,173.06
2023,6,Beans (dry),pulses and nuts,177.89
2023,6,Beans (dry),pulses and nuts,192.25
2014,8,Beans (dry),pulses and nuts,75.0
2021,4,Beans (dry),pulses and nuts,113.98
2023,5,Beans (dry),pulses and nuts,120.0
2021,4,Beans (dry),pulses and nuts,110.0
2015,7,Beans (dry),pulses and nuts,71.11
2021,6,Beans (dry),pulses and nuts,127.5
2015,4,Beans (dry),pulses and nuts,77.78
2022,1,Beans (dry),pulses and nuts,119.33
2021,8,Beans (dry),pulses and nuts,104.67
2015,2,Beans (dry),pulses and nuts,70.11
2021,8,Beans (dry),pulses and nuts,90.0
2021,10,Beans (dry),pulses and nuts,100.01
2021,10,Beans (dry),pulses and nuts,91.18
2021,8,Beans (dry),pulses and nuts,126.5
2021,10,Beans (dry),pulses and nuts,98.37
2021,10,Beans (dry),pulses and nuts,114.0
2021,10,Beans (dry),pulses and nuts,102.75
2021,10,Beans (dry),pulses and nuts,97.5
2021,10,Beans (dry),pulses and nuts,108.72
2021,10,Beans (dry),pulses and nuts,105.83
2021,10,Beans (dry),pulses and nuts,106.67
2021,8,Beans (dry),pulses and nuts,98.38
2021,10,Beans (dry),pulses and nuts,118.33
2015,2,Beans (dry),pulses and nuts,71.61
2014,12,Beans (dry),pulses and nuts,64.44
2021,10,Beans (dry),pulses and nuts,80.0
2015,2,Beans (dry),pulses and nuts,107.0
2021,11,Beans (dry),pulses and nuts,93.33
2021,8,Beans (dry),pulses and nuts,109.75
2021,11,Beans (dry),pulses and nuts,106.25
2021,11,Beans (dry),pulses and nuts,120.0
2021,11,Beans (dry),pulses and nuts,100.0
2021,8,Beans (dry),pulses and nuts,117.5
2021,8,Beans (dry),pulses and nuts,112.11
2014,12,Beans (dry),pulses and nuts,66.0
2021,8,Beans (dry),pulses and nuts,112.24
2015,2,Beans (dry),pulses and nuts,95.5
2021,11,Beans (dry),pulses and nuts,200.0
2021,8,Beans (dry),pulses and nuts,100.54
2021,8,Beans (dry),pulses and nuts,100.91
2021,10,Beans (dry),pulses and nuts,103.75
2021,8,Beans (dry),pulses and nuts,108.41
2021,9,Beans (dry),pulses and nuts,112.13
2021,9,Beans (dry),pulses and nuts,96.59
2021,9,Beans (dry),pulses and nuts,91.24
2021,9,Beans (dry),pulses and nuts,114.19
2021,9,Beans (dry),pulses and nuts,116.25
2015,1,Beans (dry),pulses and nuts,87.3
2021,9,Beans (dry),pulses and nuts,100.25
2021,9,Beans (dry),pulses and nuts,107.78
2021,9,Beans (dry),pulses and nuts,115.0
2021,9,Beans (dry),pulses and nuts,120.0
2021,9,Beans (dry),pulses and nuts,125.69
2021,10,Beans (dry),pulses and nuts,120.0
2021,9,Beans (dry),pulses and nuts,95.1
2021,9,Beans (dry),pulses and nuts,102.0
2021,9,Beans (dry),pulses and nuts,86.25
2021,9,Beans (dry),pulses and nuts,100.0
2021,10,Beans (dry),pulses and nuts,100.0
2021,8,Beans (dry),pulses and nuts,93.64
2021,8,Beans (dry),pulses and nuts,103.48
2021,8,Beans (dry),pulses and nuts,105.0
2015,2,Beans (dry),pulses and nuts,71.0
2021,8,Beans (dry),pulses and nuts,150.0
2014,12,Beans (dry),pulses and nuts,90.0
2021,11,Beans (dry),pulses and nuts,125.71
2021,10,Beans (dry),pulses and nuts,113.33
2015,2,Beans (dry),pulses and nuts,64.0
2021,9,Beans (dry),pulses and nuts,106.0
2015,2,Beans (dry),pulses and nuts,87.4
2021,9,Beans (dry),pulses and nuts,103.75
2015,1,Beans (dry),pulses and nuts,90.0
2015,1,Beans (dry),pulses and nuts,83.1
2021,8,Beans (dry),pulses and nuts,103.33
2015,3,Beans (dry),pulses and nuts,86.1
2021,8,Beans (dry),pulses and nuts,105.5
2015,3,Beans (dry),pulses and nuts,75.56
2021,7,Beans (dry),pulses and nuts,107.5
2015,3,Beans (dry),pulses and nuts,90.83
2021,7,Beans (dry),pulses and nuts,95.0
2021,12,Beans (dry),pulses and nuts,101.93
2021,7,Beans (dry),pulses and nuts,102.0
2021,12,Beans (dry),pulses and nuts,110.0
2021,12,Beans (dry),pulses and nuts,105.0
2014,11,Beans (dry),pulses and nuts,55.83
2015,4,Beans (dry),pulses and nuts,77.03
2021,12,Beans (dry),pulses and nuts,111.67
2015,4,Beans (dry),pulses and nuts,86.0
2021,7,Beans (dry),pulses and nuts,103.0
2021,12,Beans (dry),pulses and nuts,100.0
2014,10,Beans (dry),pulses and nuts,81.11
2022,1,Beans (dry),pulses and nuts,130.0
2021,7,Beans (dry),pulses and nuts,100.0
2022,1,Beans (dry),pulses and nuts,122.0
2022,1,Beans (dry),pulses and nuts,105.33
2021,6,Beans (dry),pulses and nuts,111.76
2021,6,Beans (dry),pulses and nuts,107.36
2022,1,Beans (dry),pulses and nuts,108.75
2015,4,Beans (dry),pulses and nuts,85.0
2015,4,Beans (dry),pulses and nuts,105.0
2021,12,Beans (dry),pulses and nuts,90.12
2015,4,Beans (dry),pulses and nuts,82.97
2014,10,Beans (dry),pulses and nuts,75.34
2021,6,Beans (dry),pulses and nuts,112.71
2021,6,Beans (dry),pulses and nuts,107.71
2022,1,Beans (dry),pulses and nuts,120.0
2021,6,Beans (dry),pulses and nuts,120.0
2021,6,Beans (dry),pulses and nuts,108.24
2022,1,Beans (dry),pulses and nuts,119.0
2023,10,Beans (dry),pulses and nuts,169.15
2021,7,Beans (dry),pulses and nuts,80.0
2021,12,Beans (dry),pulses and nuts,123.33
2014,11,Beans (dry),pulses and nuts,83.0
2021,8,Beans (dry),pulses and nuts,95.0
2021,11,Beans (dry),pulses and nuts,130.0
2021,8,Beans (dry),pulses and nuts,107.78
2021,11,Beans (dry),pulses and nuts,91.7
2021,11,Beans (dry),pulses and nuts,101.14
2021,11,Beans (dry),pulses and nuts,113.33
2021,8,Beans (dry),pulses and nuts,100.0
2021,11,Beans (dry),pulses and nuts,96.67
2021,8,Beans (dry),pulses and nuts,111.33
2014,11,Beans (dry),pulses and nuts,75.56
2015,3,Beans (dry),pulses and nuts,71.11
2021,7,Beans (dry),pulses and nuts,106.36
2021,7,Beans (dry),pulses and nuts,112.65
2021,7,Beans (dry),pulses and nuts,105.74
2021,12,Beans (dry),pulses and nuts,104.0
2021,12,Beans (dry),pulses and nuts,117.0
2015,3,Beans (dry),pulses and nuts,68.89
2021,7,Beans (dry),pulses and nuts,99.73
2021,7,Beans (dry),pulses and nuts,106.0
2021,7,Beans (dry),pulses and nuts,98.7
2021,7,Beans (dry),pulses and nuts,112.94
2021,7,Beans (dry),pulses and nuts,111.76
2021,7,Beans (dry),pulses and nuts,82.5
2015,3,Beans (dry),pulses and nuts,112.0
2021,12,Beans (dry),pulses and nuts,103.05
2021,12,Beans (dry),pulses and nuts,120.0
2021,12,Beans (dry),pulses and nuts,130.0
2015,3,Beans (dry),pulses and nuts,80.0
2021,7,Beans (dry),pulses and nuts,115.61
2014,11,Beans (dry),pulses and nuts,61.3
2021,7,Beans (dry),pulses and nuts,108.24
2015,8,Beans (dry),pulses and nuts,91.0
2021,9,Beans (dry),pulses and nuts,132.5
2024,3,Beans (dry),pulses and nuts,195.0
2024,5,Beans (dry),pulses and nuts,158.33
2023,12,Beans (dry),pulses and nuts,203.33
2015,12,Beans (dry),pulses and nuts,77.0
2024,5,Beans (dry),pulses and nuts,168.33
2021,1,Beans (dry),pulses and nuts,91.67
2014,3,Beans (dry),pulses and nuts,94.24
2024,5,Beans (dry),pulses and nuts,177.5
2021,1,Beans (dry),pulses and nuts,100.0
2024,5,Beans (dry),pulses and nuts,185.0
2015,12,Beans (dry),pulses and nuts,60.87
2014,6,Beans (dry),pulses and nuts,57.68
2015,12,Beans (dry),pulses and nuts,88.0
2024,5,Beans (dry),pulses and nuts,138.76
2015,11,Beans (dry),pulses and nuts,77.5
2023,12,Beans (dry),pulses and nuts,170.0
2024,5,Beans (dry),pulses and nuts,142.46
2021,1,Beans (dry),pulses and nuts,90.0
2024,5,Beans (dry),pulses and nuts,160.0
2024,6,Beans (dry),pulses and nuts,137.55
2024,6,Beans (dry),pulses and nuts,162.5
2014,3,Beans (dry),pulses and nuts,70.07
2024,7,Beans (dry),pulses and nuts,130.0
2024,7,Beans (dry),pulses and nuts,150.0
2015,9,Beans (dry),pulses and nuts,102.0
2023,12,Beans (dry),pulses and nuts,209.16
2024,7,Beans (dry),pulses and nuts,165.0
2015,9,Beans (dry),pulses and nuts,94.0
2024,7,Beans (dry),pulses and nuts,134.14
2024,7,Beans (dry),pulses and nuts,131.27
2024,6,Beans (dry),pulses and nuts,145.0
2024,6,Beans (dry),pulses and nuts,160.0
2021,1,Beans (dry),pulses and nuts,105.0
2021,1,Beans (dry),pulses and nuts,88.75
2024,6,Beans (dry),pulses and nuts,200.0
2014,3,Beans (dry),pulses and nuts,71.76
2023,12,Beans (dry),pulses and nuts,178.3
2015,9,Beans (dry),pulses and nuts,60.0
2015,10,Beans (dry),pulses and nuts,64.63
2024,7,Beans (dry),pulses and nuts,140.0
2014,4,Beans (dry),pulses and nuts,80.0
2015,11,Beans (dry),pulses and nuts,94.0
2024,2,Beans (dry),pulses and nuts,170.0
2015,10,Beans (dry),pulses and nuts,70.42
2024,2,Beans (dry),pulses and nuts,190.0
2015,10,Beans (dry),pulses and nuts,71.79
2014,5,Beans (dry),pulses and nuts,81.0
2024,2,Beans (dry),pulses and nuts,155.84
2023,12,Beans (dry),pulses and nuts,165.0
2014,5,Beans (dry),pulses and nuts,69.89
2024,1,Beans (dry),pulses and nuts,165.0
2024,1,Beans (dry),pulses and nuts,190.0
2014,5,Beans (dry),pulses and nuts,86.99
2024,1,Beans (dry),pulses and nuts,200.0
2024,1,Beans (dry),pulses and nuts,141.02
2015,10,Beans (dry),pulses and nuts,56.83
2024,1,Beans (dry),pulses and nuts,158.34
2024,1,Beans (dry),pulses and nuts,146.85
2015,10,Beans (dry),pulses and nuts,96.0
2024,2,Beans (dry),pulses and nuts,200.0
2015,11,Beans (dry),pulses and nuts,88.0
2024,3,Beans (dry),pulses and nuts,135.16
2024,4,Beans (dry),pulses and nuts,160.0
2024,4,Beans (dry),pulses and nuts,156.67
2021,1,Beans (dry),pulses and nuts,80.0
2015,11,Beans (dry),pulses and nuts,75.56
2023,12,Beans (dry),pulses and nuts,188.95
2024,4,Beans (dry),pulses and nuts,200.0
2024,4,Beans (dry),pulses and nuts,195.0
2014,5,Beans (dry),pulses and nuts,94.77
2014,4,Beans (dry),pulses and nuts,74.0
2024,4,Beans (dry),pulses and nuts,143.09
2023,12,Beans (dry),pulses and nuts,195.5
2024,4,Beans (dry),pulses and nuts,133.07
2024,3,Beans (dry),pulses and nuts,200.0
2024,3,Beans (dry),pulses and nuts,155.0
2024,3,Beans (dry),pulses and nuts,210.0
2015,8,Beans (dry),pulses and nuts,60.0
2024,3,Beans (dry),pulses and nuts,190.0
2024,5,Beans (dry),pulses and nuts,147.12
2024,7,Beans (dry),pulses and nuts,164.0
2021,2,Beans (dry),pulses and nuts,112.35
2014,5,Beans (dry),pulses and nuts,75.82
2021,2,Beans (dry),pulses and nuts,104.17
2014,2,Beans (dry),pulses and nuts,66.08
2024,10,Beans (dry),pulses and nuts,123.94
2014,2,Beans (dry),pulses and nuts,78.75
2024,11,Beans (dry),pulses and nuts,172.5
2024,10,Beans (dry),pulses and nuts,127.42
2024,12,Beans (dry),pulses and nuts,150.0
2023,11,Beans (dry),pulses and nuts,194.69
2024,9,Beans (dry),pulses and nuts,160.0
2023,11,Beans (dry),pulses and nuts,193.75
2024,9,Beans (dry),pulses and nuts,135.0
2024,12,Beans (dry),pulses and nuts,146.67
2023,11,Beans (dry),pulses and nuts,205.0
2024,9,Beans (dry),pulses and nuts,170.0
2023,10,Beans (dry),pulses and nuts,198.57
2024,11,Beans (dry),pulses and nuts,113.33
2024,12,Beans (dry),pulses and nuts,145.0
2024,11,Beans (dry),pulses and nuts,147.14
2023,11,Beans (dry),pulses and nuts,199.38
2024,11,Beans (dry),pulses and nuts,150.0
2024,11,Beans (dry),pulses and nuts,165.0
2023,10,Beans (dry),pulses and nuts,200.0
2024,11,Beans (dry),pulses and nuts,122.27
2024,10,Beans (dry),pulses and nuts,130.0
2023,11,Beans (dry),pulses and nuts,201.66
2015,9,Beans (dry),pulses and nuts,74.0
2021,3,Beans (dry),pulses and nuts,100.0
2014,1,Beans (dry),pulses and nuts,75.56
2023,11,Beans (dry),pulses and nuts,191.67
2024,11,Beans (dry),pulses and nuts,148.89
2024,10,Beans (dry),pulses and nuts,117.5
2024,10,Beans (dry),pulses and nuts,158.0
2024,10,Beans (dry),pulses and nuts,150.0
2024,11,Beans (dry),pulses and nuts,148.0
2014,6,Beans (dry),pulses and nuts,85.08
2024,9,Beans (dry),pulses and nuts,145.0
2023,10,Beans (dry),pulses and nuts,170.0
2021,2,Beans (dry),pulses and nuts,120.0
2015,12,Beans (dry),pulses and nuts,79.33
2014,1,Beans (dry),pulses and nuts,74.0
2014,7,Beans (dry),pulses and nuts,77.0
2015,12,Beans (dry),pulses and nuts,55.06
2024,8,Beans (dry),pulses and nuts,150.0
2021,2,Beans (dry),pulses and nuts,135.83
2024,8,Beans (dry),pulses and nuts,165.0
2021,3,Beans (dry),pulses and nuts,132.5
2014,1,Beans (dry),pulses and nuts,63.76
2024,8,Beans (dry),pulses and nuts,138.84
2021,3,Beans (dry),pulses and nuts,74.06
2014,2,Beans (dry),pulses and nuts,89.93
2023,11,Beans (dry),pulses and nuts,200.0
2015,12,Beans (dry),pulses and nuts,75.56
2023,11,Beans (dry),pulses and nuts,194.55
2015,9,Beans (dry),pulses and nuts,91.0
2023,10,Beans (dry),pulses and nuts,180.0
2024,12,Beans (dry),pulses and nuts,110.0
2014,6,Beans (dry),pulses and nuts,71.67
2014,2,Beans (dry),pulses and nuts,68.3
2021,2,Beans (dry),pulses and nuts,107.5
2015,9,Beans (dry),pulses and nuts,64.39
2021,2,Beans (dry),pulses and nuts,118.33
2023,11,Beans (dry),pulses and nuts,170.94
2024,9,Beans (dry),pulses and nuts,150.0
2024,9,Beans (dry),pulses and nuts,125.47
2024,8,Beans (dry),pulses and nuts,176.67
2021,2,Beans (dry),pulses and nuts,112.5
2024,9,Beans (dry),pulses and nuts,125.78
2014,2,Beans (dry),pulses and nuts,80.0
2014,7,Beans (dry),pulses and nuts,55.95
2024,8,Beans (dry),pulses and nuts,130.0
2024,8,Beans (dry),pulses and nuts,145.0
2021,7,Beans (kidney),pulses and nuts,90.0
2021,2,Beans (kidney),pulses and nuts,74.69
2021,2,Beans (kidney),pulses and nuts,85.0
2021,3,Beans (kidney),pulses and nuts,79.08
2021,7,Beans (kidney),pulses and nuts,80.0
2021,11,Beans (kidney),pulses and nuts,75.88
2021,7,Beans (kidney),pulses and nuts,111.1
2021,11,Beans (kidney),pulses and nuts,77.8
2021,2,Beans (kidney),pulses and nuts,72.57
2021,11,Beans (kidney),pulses and nuts,79.17
2021,1,Beans (kidney),pulses and nuts,80.0
2021,10,Beans (kidney),pulses and nuts,72.2
2021,3,Beans (kidney),pulses and nuts,78.9
2021,10,Beans (kidney),pulses and nuts,66.88
2021,1,Beans (kidney),pulses and nuts,66.96
2021,11,Beans (kidney),pulses and nuts,85.0
2021,10,Beans (kidney),pulses and nuts,90.0
